approved,timestamp,id,name,type,category,sub-category,lat,lng,short_description,description,months,image,tags,likes,dislikes,reports,comments,what_three_words,season,plus_code,link,address,town,area,county,postcode
True,,11,Capel Community Fridge (Village Hall),Community Fridge,surplus,food-sharing,51.155,-0.32,Capel Community Fridge (Village Hall) in Capel.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Capel,Capel,Capel,Surrey,RH5 5LD
True,,12,Pixham Community Fridge,Community Fridge,surplus,food-sharing,51.24,-0.32,Pixham Community Fridge in Dorking.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Dorking,Dorking,Dorking,Surrey,RH4 1PQ
True,,13,Chart Downs Community Fridge,Community Fridge,surplus,food-sharing,51.22,-0.31,Chart Downs Community Fridge in Dorking.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Dorking,Dorking,Dorking,Surrey,RH5 4DD
True,,14,Bookham Community Fridge (Baptist Church),Community Fridge,surplus,food-sharing,51.282,-0.375,Bookham Community Fridge (Baptist Church) in Bookham.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Bookham,Bookham,Bookham,Surrey,KT23 4DH
True,,15,Fetcham Community Fridge (St Mary's),Community Fridge,surplus,food-sharing,51.295,-0.355,Fetcham Community Fridge (St Mary's) in Fetcham.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Fetcham,Fetcham,Fetcham,Surrey,KT22 9RD
True,,16,Holme Farm Community Garden,Community Garden,fruits,mixed-produce,51.35,-0.505,Holme Farm Community Garden in Woodham.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Woodham,Woodham,Woodham,Surrey,KT15 3SF
True,,17,Shalford Community Orchard,Community Orchard,fruits,tree-fruits,51.22,-0.565,Shalford Community Orchard in Shalford.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, tree-fruits, surrey",0,0,0,,,Summer/Autumn,,,Shalford,Shalford,Shalford,Surrey,GU4 8BP
True,,18,Lambert's Mead Orchard,Community Orchard,fruits,tree-fruits,51.355,-0.28,Lambert's Mead Orchard in Epsom.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, tree-fruits, surrey",0,0,0,,,Summer/Autumn,,,Epsom,Epsom,Epsom,Surrey,KT19 8PL
True,,19,Lambert Orchard (Veteran),Community Orchard,fruits,tree-fruits,51.354,-0.279,Lambert Orchard (Veteran) in Epsom.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, tree-fruits, surrey",0,0,0,,,Summer/Autumn,,,Epsom,Epsom,Epsom,Surrey,KT19 8PL
True,,20,Longrove Orchard,Community Orchard,fruits,tree-fruits,51.353,-0.281,Longrove Orchard in Epsom.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, tree-fruits, surrey",0,0,0,,,Summer/Autumn,,,Epsom,Epsom,Epsom,Surrey,KT19 8PL
True,,21,Cobham Community Garden,Community Garden,fruits,mixed-produce,51.325,-0.41,Cobham Community Garden in Cobham.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Cobham,Cobham,Cobham,Surrey,KT11 1AA
True,,22,Flourish Community Garden,Community Garden,fruits,mixed-produce,51.325,-0.725,Flourish Community Garden in Frimley Green.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Frimley Green,Frimley Green,Frimley Green,Surrey,GU16 6HY
True,,23,The Arch Community Garden,Community Garden,fruits,mixed-produce,51.321,-0.55,The Arch Community Garden in Woking.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Woking,Woking,Woking,Surrey,GU22 8HF
True,,24,Carshalton Community Allotment,Community Garden,fruits,mixed-produce,51.365,-0.165,Carshalton Community Allotment in Carshalton.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Carshalton,Carshalton,Carshalton,Surrey,SM5 2PW
True,,25,Hale Community Centre Garden,Community Garden,fruits,mixed-produce,51.235,-0.785,Hale Community Centre Garden in Farnham.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Farnham,Farnham,Farnham,Surrey,GU9 0HN
True,,26,Rosamund Community Garden,Community Garden,fruits,mixed-produce,51.232,-0.565,Rosamund Community Garden in Guildford.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, mixed-produce, surrey",0,0,0,,,Summer/Autumn,,,Guildford,Guildford,Guildford,Surrey,GU1 3TF
True,,27,Staines Railway Station Edibles,Incredible Edible,fruits,urban-growing,51.432,-0.505,Staines Railway Station Edibles in Staines.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, urban-growing, surrey",0,0,0,,,Summer/Autumn,,,Staines,Staines,Staines,Surrey,TW18 4LY
True,,28,Station Path Orchard Staines,Incredible Edible,fruits,tree-fruits,51.433,-0.506,Station Path Orchard Staines in Staines.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, tree-fruits, surrey",0,0,0,,,Summer/Autumn,,,Staines,Staines,Staines,Surrey,TW18 4LY
True,,29,Walton-on-Thames Community Fridge,Community Fridge,surplus,food-sharing,51.385,-0.415,Walton-on-Thames Community Fridge in Walton-on-Thames.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Walton-on-Thames,Walton-on-Thames,Walton-on-Thames,Surrey,KT12 1GH
True,,30,Godalming Community Cupboard,Community Fridge,surplus,food-sharing,51.185,-0.615,Godalming Community Cupboard in Godalming.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Godalming,Godalming,Godalming,Surrey,GU7 1DY
True,,31,St Martin's Camberley (Sharing),Community Hub,surplus,food-sharing,51.335,-0.745,St Martin's Camberley (Sharing) in Camberley.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Camberley,Camberley,Camberley,Surrey,GU15 3JP
True,,32,River Wey Navigation Banks,Foraging,fruits,hedgerow,51.365,-0.45,River Wey Navigation Banks in Weybridge.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, hedgerow, surrey",0,0,0,,,Summer/Autumn,,,Weybridge,Weybridge,Weybridge,Surrey,KT13 8NG
True,,33,Norbury Park (Wild Garlic),Foraging,herbs,woodland,51.28,-0.34,Norbury Park (Wild Garlic) in Leatherhead.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"herbs, woodland, surrey",0,0,0,,,Summer/Autumn,,,Leatherhead,Leatherhead,Leatherhead,Surrey,KT22 9BU
True,,34,Mill Hanger Wild Garlic,Foraging,herbs,woodland,51.12,-0.56,Mill Hanger Wild Garlic in Dunsfold.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"herbs, woodland, surrey",0,0,0,,,Summer/Autumn,,,Dunsfold,Dunsfold,Dunsfold,Surrey,GU8 4LR
True,,35,Chantry Woods (Chestnuts),Foraging,nuts,woodland,51.23,-0.55,Chantry Woods (Chestnuts) in Guildford.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"nuts, woodland, surrey",0,0,0,,,Summer/Autumn,,,Guildford,Guildford,Guildford,Surrey,GU4 8PZ
True,,36,East Bysshe Foraging Area,Foraging,fruits,woodland,51.185,-0.015,East Bysshe Foraging Area in Lingfield.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, woodland, surrey",0,0,0,,,Summer/Autumn,,,Lingfield,Lingfield,Lingfield,Surrey,RH7 6LF
True,,37,Holmbury Hill Bilberries,Foraging,fruits,heathland,51.193,-0.421,Holmbury Hill Bilberries in Holmbury St Mary.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, heathland, surrey",0,0,0,,,Summer/Autumn,,,Holmbury St Mary,Holmbury St Mary,Holmbury St Mary,Surrey,RH5 6NW
True,,38,Box Hill Hazelnut Slopes,Foraging,nuts,woodland,51.25,-0.315,Box Hill Hazelnut Slopes in Dorking.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"nuts, woodland, surrey",0,0,0,,,Summer/Autumn,,,Dorking,Dorking,Dorking,Surrey,KT20 7LB
True,,39,Leith Hill Berries,Foraging,fruits,woodland,51.175,-0.372,Leith Hill Berries in Dorking.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, woodland, surrey",0,0,0,,,Summer/Autumn,,,Dorking,Dorking,Dorking,Surrey,RH5 6LU
True,,40,Banstead Woods Chestnuts,Foraging,nuts,woodland,51.305,-0.195,Banstead Woods Chestnuts in Banstead.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"nuts, woodland, surrey",0,0,0,,,Summer/Autumn,,,Banstead,Banstead,Banstead,Surrey,CR5 3NR
True,,41,Reigate Hill Sloes,Foraging,fruits,hedgerow,51.255,-0.205,Reigate Hill Sloes in Reigate.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, hedgerow, surrey",0,0,0,,,Summer/Autumn,,,Reigate,Reigate,Reigate,Surrey,RH2 9RW
True,,42,Nonsuch Park Apple Trees,Foraging,fruits,parkland,51.355,-0.235,Nonsuch Park Apple Trees in Ewell.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, parkland, surrey",0,0,0,,,Summer/Autumn,,,Ewell,Ewell,Ewell,Surrey,KT17 2RE
True,,43,Epsom Pantry (St Barnabas),Community Hub,surplus,food-sharing,51.338,-0.275,Epsom Pantry (St Barnabas) in Epsom.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Epsom,Epsom,Epsom,Surrey,KT18 7JR
True,,44,Kingston Edible Forest,Community Orchard,fruits,urban-growing,51.41,-0.285,Kingston Edible Forest in Kingston.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, urban-growing, surrey",0,0,0,,,Summer/Autumn,,,Kingston,Kingston,Kingston,Surrey,KT1 2SA
True,,45,Canbury Community Garden,Community Garden,fruits,urban-growing,51.415,-0.302,Canbury Community Garden in Kingston.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, urban-growing, surrey",0,0,0,,,Summer/Autumn,,,Kingston,Kingston,Kingston,Surrey,KT2 5AJ
True,,46,Byfleet Methodist Fridge,Community Fridge,surplus,food-sharing,51.335,-0.475,Byfleet Methodist Fridge in Byfleet.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Byfleet,Byfleet,Byfleet,Surrey,KT14 7QH
True,,47,St Matthew's Redhill Food Hub,Community Hub,surplus,food-sharing,51.24,-0.165,St Matthew's Redhill Food Hub in Redhill.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"surplus, food-sharing, surrey",0,0,0,,,Summer/Autumn,,,Redhill,Redhill,Redhill,Surrey,RH1 1DL
True,,48,Ashford Community Allotment,Incredible Edible,fruits,urban-growing,51.435,-0.465,Ashford Community Allotment in Ashford.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, urban-growing, surrey",0,0,0,,,Summer/Autumn,,,Ashford,Ashford,Ashford,Surrey,TW15 2RB
True,,49,Egham Incredible Edible site,Incredible Edible,fruits,urban-growing,51.43,-0.555,Egham Incredible Edible site in Egham.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, urban-growing, surrey",0,0,0,,,Summer/Autumn,,,Egham,Egham,Egham,Surrey,TW20 9LN
True,,50,Weybridge Heath Blackberries,Foraging,fruits,heathland,51.368,-0.445,Weybridge Heath Blackberries in Weybridge.,"A location in Surrey providing access to free food, either via community sharing or wild foraging.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"fruits, heathland, surrey",0,0,0,,,Summer/Autumn,,,Weybridge,Weybridge,Weybridge,Surrey,KT13 8UA
