approved,timestamp,id,name,type,category,sub-category,lat,lng,short_description,description,months,image,tags,likes,dislikes,reports,comments,what_three_words,season,plus_code,link,address,town,area,county,postcode
TRUE,,21,River Stour Sudbury (Blackberries),Foraging,fruits,riverbank,52.035,0.715,River Stour Sudbury (Blackberries) in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Sudbury,Sudbury,Sudbury,West Suffolk,CO10 2AN
TRUE,,22,River Linnet Wild Garlic,Foraging,herbs,riverbank,52.238,0.715,River Linnet Wild Garlic in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",3;4;5,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Spring,,,Bury St Edmunds,Bury St Edmunds,Bury St Edmunds,West Suffolk,IP33 3BA
TRUE,,23,Cavenham Heath Bilberries,Foraging,fruits,heathland,52.315,0.595,Cavenham Heath Bilberries in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Cavenham,Cavenham,Cavenham,West Suffolk,IP28 6TB
TRUE,,24,River Ouse Relief Channel Greens,Foraging,vegetables,riverbank,52.455,0.455,River Ouse Relief Channel Greens in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Hockwold,Hockwold,Hockwold,West Suffolk,IP27 0LL
TRUE,,25,Fuller's Mill Boundary Berries,Foraging,fruits,riverbank,52.335,0.655,Fuller's Mill Boundary Berries in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,West Stow,West Stow,West Stow,West Suffolk,IP28 6HD
TRUE,,26,Melford Country Park Foraging,Foraging,fruits,wetland,52.072,0.725,Melford Country Park Foraging in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Long Melford,Long Melford,Long Melford,West Suffolk,CO10 9HP
TRUE,,27,The King's Forest Elderberries,Foraging,fruits,woodland,52.335,0.695,The King's Forest Elderberries in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Wordwell,Wordwell,Wordwell,West Suffolk,IP28 6UW
TRUE,,28,Nowton Park Edible Hedgerow,Foraging,fruits,parkland,52.215,0.725,Nowton Park Edible Hedgerow in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Bury St Edmunds,Bury St Edmunds,Bury St Edmunds,West Suffolk,IP29 5LU
TRUE,,29,Little Ouse Path Sloes,Foraging,fruits,riverbank,52.445,0.615,Little Ouse Path Sloes in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Brandon,Brandon,Brandon,West Suffolk,IP27 0AX
TRUE,,30,Sudbury Water Meadows Foraging,Foraging,vegetables,meadow,52.035,0.722,Sudbury Water Meadows Foraging in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Sudbury,Sudbury,Sudbury,West Suffolk,CO10 1SN
TRUE,,31,Hardwick Heath Walnuts,Foraging,nuts,parkland,52.228,0.715,Hardwick Heath Walnuts in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Bury St Edmunds,Bury St Edmunds,Bury St Edmunds,West Suffolk,IP33 2QZ
TRUE,,32,Barton Mills River Greens,Foraging,vegetables,riverbank,52.325,0.515,Barton Mills River Greens in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Barton Mills,Barton Mills,Barton Mills,West Suffolk,IP28 6BA
TRUE,,33,Knettishall Heath Berries,Foraging,fruits,heathland,52.385,0.865,Knettishall Heath Berries in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Thetford (Edge),Thetford (Edge),Thetford (Edge),West Suffolk,IP22 2TQ
TRUE,,34,Ickworth Estate (Sweet Chestnuts),Foraging,nuts,woodland,52.215,0.635,Ickworth Estate (Sweet Chestnuts) in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Horringer,Horringer,Horringer,West Suffolk,IP29 5QE
TRUE,,35,Bradfield Woods (Hazelnuts),Foraging,nuts,woodland,52.185,0.835,Bradfield Woods (Hazelnuts) in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Bradfield St George,Bradfield St George,Bradfield St George,West Suffolk,IP30 0AQ
TRUE,,36,Thetford Forest Edge (Berries),Foraging,fruits,woodland,52.415,0.655,Thetford Forest Edge (Berries) in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Brandon,Brandon,Brandon,West Suffolk,IP27 0TJ
TRUE,,37,Bullock's Wood Nuts,Foraging,nuts,woodland,52.255,0.785,Bullock's Wood Nuts in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Great Barton,Great Barton,Great Barton,West Suffolk,IP31 2NP
TRUE,,38,Lineage Wood Hazelnuts,Foraging,nuts,woodland,52.185,0.685,Lineage Wood Hazelnuts in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Whepstead,Whepstead,Whepstead,West Suffolk,IP29 4AS
TRUE,,39,Assington Thicks Nuts,Foraging,nuts,woodland,51.995,0.815,Assington Thicks Nuts in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Assington,Assington,Assington,West Suffolk,CO10 5LQ
TRUE,,40,Great Livermere Foraging Path,Foraging,fruits,hedgerow,52.315,0.775,Great Livermere Foraging Path in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Great Livermere,Great Livermere,Great Livermere,West Suffolk,IP31 1JZ
TRUE,,41,Hengrave Path Sloes,Foraging,fruits,hedgerow,52.285,0.675,Hengrave Path Sloes in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Hengrave,Hengrave,Hengrave,West Suffolk,IP28 6LZ
TRUE,,42,Stansfield Edible Hedge,Foraging,fruits,hedgerow,52.135,0.605,Stansfield Edible Hedge in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Stansfield,Stansfield,Stansfield,West Suffolk,CO10 8LR
TRUE,,43,Dalham Wood Berries,Foraging,fruits,woodland,52.225,0.515,Dalham Wood Berries in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Dalham,Dalham,Dalham,West Suffolk,CB8 8TG
TRUE,,44,Moulton Packhorse Bridge Foraging,Foraging,fruits,riverbank,52.235,0.485,Moulton Packhorse Bridge Foraging in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Moulton,Moulton,Moulton,West Suffolk,CB8 8RL
TRUE,,45,Barrow Village Boundary Berries,Foraging,fruits,hedgerow,52.255,0.585,Barrow Village Boundary Berries in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Barrow,Barrow,Barrow,West Suffolk,IP29 5AX
TRUE,,46,Sicklesmere Wild Herbs,Foraging,herbs,hedgerow,52.215,0.755,Sicklesmere Wild Herbs in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Sicklesmere,Sicklesmere,Sicklesmere,West Suffolk,IP30 0TJ
TRUE,,47,Denston Path Foraging,Foraging,fruits,hedgerow,52.135,0.585,Denston Path Foraging in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Denston,Denston,Denston,West Suffolk,CB8 8RE
TRUE,,48,Hawstead Wood Nuts,Foraging,nuts,woodland,52.195,0.735,Hawstead Wood Nuts in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Hawstead,Hawstead,Hawstead,West Suffolk,IP29 4NH
TRUE,,49,Rougham Estate Public Paths,Foraging,fruits,hedgerow,52.235,0.825,Rougham Estate Public Paths in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Rougham,Rougham,Rougham,West Suffolk,IP30 9LZ
TRUE,,50,Euston Park Foraging (Edge),Foraging,fruits,parkland,52.375,0.785,Euston Park Foraging (Edge) in West Suffolk.,"A location in West Suffolk for community growing or wild foraging, from Brecks heathland to ancient woodland.",7;8;9;10,https://images.unsplash.com/photo-1542273917363-3b1817f69a2d?w=512&q=80,"foraging, west suffolk, foraging, community",0,0,0,,,Summer/Autumn,,,Euston,Euston,Euston,West Suffolk,IP24 2QW
