approved,timestamp,id,name,type,category,sub-category,lat,lng,short_description,description,months,image,tags,likes,dislikes,reports,comments,what_three_words,season,plus_code,link,address,town,area,county,postcode
True,,11,Ampthill Great Park,Public Park,wild,mixed-forage,52.031,-0.495,"Historic parkland with elderflowers, blackberries, and sweet chestnuts.","Historic parkland with elderflowers, blackberries, and sweet chestnuts.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.031,-0.495",Ampthill,Ampthill,Ampthill,Bedfordshire,MK45 2HF
True,,12,Flitwick Manor Park Edges,Public Park,wild,hedgerow,52.001,-0.492,Boundary trails with abundant brambles and wild damsons.,Boundary trails with abundant brambles and wild damsons.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.001,-0.492",Flitwick,Flitwick,Flitwick,Bedfordshire,MK45 1AX
True,,13,Arlesey Community Orchard,Community Orchard,fruits,tree-fruits,52.015,-0.268,Managed by the Arlesey Conservation for the local community to pick fruit.,Managed by the Arlesey Conservation for the local community to pick fruit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.015,-0.268",Arlesey,Arlesey,Arlesey,Bedfordshire,SG15 6YP
True,,14,Priory Country Park,Public Park,wild,hedgerow,52.132,-0.435,"Lakeside paths with plentiful blackberries, sloes, and rosehips.","Lakeside paths with plentiful blackberries, sloes, and rosehips.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.132,-0.435",Bedford,Bedford,Bedford,Bedfordshire,MK41 9DJ
True,,15,Stotfold Mill Meadows,Nature Reserve,wild,river-forage,52.018,-0.228,River Ivel banks with wild mint and watercress in clean stretches.,River Ivel banks with wild mint and watercress in clean stretches.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.018,-0.228",Stotfold,Stotfold,Stotfold,Bedfordshire,SG5 4NU
True,,16,Harrold-Odell Country Park,Public Park,wild,mixed-forage,52.198,-0.608,"Diverse habitat offering elderberries, blackberries, and hazelnuts.","Diverse habitat offering elderberries, blackberries, and hazelnuts.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.198,-0.608",Harrold,Harrold,Harrold,Bedfordshire,MK43 7DS
True,,17,Potton Community Orchard,Community Orchard,fruits,tree-fruits,52.128,-0.215,Located at Henry Smith Playing Fields. A local resource for free fruit.,Located at Henry Smith Playing Fields. A local resource for free fruit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.128,-0.215",Potton,Potton,Potton,Bedfordshire,SG19 2PZ
True,,18,Wrest Park Public Paths,Public Path,wild,hedgerow,52.008,-0.418,External boundary paths with wild fruit and nut-bearing trees.,External boundary paths with wild fruit and nut-bearing trees.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.008,-0.418",Silsoe,Silsoe,Silsoe,Bedfordshire,MK45 4HS
True,,19,Swiss Garden Edges (Public Path),Public Path,wild,hedgerow,52.088,-0.328,Village paths near the garden with elder and hawthorn berries.,Village paths near the garden with elder and hawthorn berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.088,-0.328",Old Warden,Old Warden,Old Warden,Bedfordshire,SG18 9EP
True,,20,Stockgrove Country Park,Public Park,wild,woodland,51.955,-0.655,Acorns (for flour processing) and sweet chestnuts in autumn.,Acorns (for flour processing) and sweet chestnuts in autumn.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.955,-0.655",Heath and Reach,Heath and Reach,Heath and Reach,Bedfordshire,LU7 0BA
True,,21,Shillington Community Orchard,Community Orchard,fruits,tree-fruits,51.995,-0.365,A quiet village orchard project available for local harvesting.,A quiet village orchard project available for local harvesting.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.995,-0.365",Shillington,Shillington,Shillington,Bedfordshire,SG5 3NJ
True,,22,Bromham Water Mill Edges,Public Path,wild,river-forage,52.148,-0.522,Riverside foraging for wild garlic in spring and blackberries in autumn.,Riverside foraging for wild garlic in spring and blackberries in autumn.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.148,-0.522",Bromham,Bromham,Bromham,Bedfordshire,MK43 8LP
True,,23,Marston Vale Forest Center Edges,Public Park,wild,mixed-forage,52.065,-0.555,Newer woodland planting with developing berry and fruit trails.,Newer woodland planting with developing berry and fruit trails.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.065,-0.555",Marston Moretaine,Marston Moretaine,Marston Moretaine,Bedfordshire,MK43 0PR
True,,24,Shefford Incredible Edible,Urban Foraging,vegetables,street-planters,52.038,-0.328,Public planters in the town center with edible herbs and greens.,Public planters in the town center with edible herbs and greens.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.038,-0.328",Shefford,Shefford,Shefford,Bedfordshire,SG17 5EB
True,,25,Langford Community Orchard,Community Orchard,fruits,tree-fruits,52.058,-0.265,Community fruit trees managed for the benefit of local residents.,Community fruit trees managed for the benefit of local residents.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.058,-0.265",Langford,Langford,Langford,Bedfordshire,SG18 9PZ
True,,26,Sundon Hills Country Park,Public Park,wild,mixed-forage,51.935,-0.485,Chalk hill foraging for wild herbs and berries on the scrub edges.,Chalk hill foraging for wild herbs and berries on the scrub edges.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.935,-0.485",Upper Sundon,Upper Sundon,Upper Sundon,Bedfordshire,LU4 9TZ
True,,27,Cranfield Community Orchard,Community Orchard,fruits,tree-fruits,52.068,-0.612,A community-led project providing seasonal fruit to the village.,A community-led project providing seasonal fruit to the village.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.068,-0.612",Cranfield,Cranfield,Cranfield,Bedfordshire,MK43 0DR
True,,28,Barton-le-Clay Springs Edges,Nature Reserve,wild,mixed-forage,51.962,-0.418,Chalk downland with wild marjoram and autumn berries.,Chalk downland with wild marjoram and autumn berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.962,-0.418",Barton-le-Clay,Barton-le-Clay,Barton-le-Clay,Bedfordshire,MK45 4LJ
True,,29,Wootton Community Orchard,Community Orchard,fruits,tree-fruits,52.102,-0.535,Fruit trees planted for public picking in the village green space.,Fruit trees planted for public picking in the village green space.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.102,-0.535",Wootton,Wootton,Wootton,Bedfordshire,MK43 9JT
True,,30,Clapham Park Edges,Public Path,wild,hedgerow,52.165,-0.485,Bridleways with heavy crops of blackberries and elderberries.,Bridleways with heavy crops of blackberries and elderberries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.165,-0.485",Clapham,Clapham,Clapham,Bedfordshire,MK41 6EP
True,,31,Henlow Common,Nature Reserve,wild,river-forage,52.025,-0.285,River Hiz banks with wild mint and meadowsweet.,River Hiz banks with wild mint and meadowsweet.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.025,-0.285",Henlow,Henlow,Henlow,Bedfordshire,SG16 6AW
True,,32,Toddington Community Orchard,Community Orchard,fruits,tree-fruits,51.951,-0.528,Located at Glebe Land. Managed for community access to fruit.,Located at Glebe Land. Managed for community access to fruit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.951,-0.528",Toddington,Toddington,Toddington,Bedfordshire,LU5 6BX
True,,33,Eaton Bray Edges,Public Path,wild,hedgerow,51.875,-0.595,Famous for Aylesbury prunes (damsons) that can still be found in old hedges...,Famous for Aylesbury prunes (damsons) that can still be found in old hedges.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.875,-0.595",Eaton Bray,Eaton Bray,Eaton Bray,Bedfordshire,LU6 2DP
True,,34,Great Barford Bridge Riverside,Public Path,wild,river-forage,52.152,-0.345,River Ouse banks with blackberries and elderberries.,River Ouse banks with blackberries and elderberries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.152,-0.345",Great Barford,Great Barford,Great Barford,Bedfordshire,MK44 3LF
True,,35,Wilstead Community Orchard,Community Orchard,fruits,tree-fruits,52.085,-0.448,Fruit trees in the community playing field for residents to pick.,Fruit trees in the community playing field for residents to pick.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.085,-0.448",Wilstead,Wilstead,Wilstead,Bedfordshire,MK45 3DT
True,,36,Riseley Community Orchard,Community Orchard,fruits,tree-fruits,52.235,-0.465,Recently established village orchard for public benefit.,Recently established village orchard for public benefit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.235,-0.465",Riseley,Riseley,Riseley,Bedfordshire,MK44 1EA
True,,37,Caddington Woods Edges,Public Path,wild,woodland,51.868,-0.455,Boundary paths with wild fruit trees and hazelnuts.,Boundary paths with wild fruit trees and hazelnuts.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.868,-0.455",Caddington,Caddington,Caddington,Bedfordshire,LU1 4AH
True,,38,Blunham Riverside Edges,Public Path,wild,river-forage,52.142,-0.325,Confluence of Ivel and Ouse with abundant wild berries.,Confluence of Ivel and Ouse with abundant wild berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.142,-0.325",Blunham,Blunham,Blunham,Bedfordshire,MK44 3NJ
True,,39,Sewell Cutting,Nature Reserve,wild,mixed-forage,51.895,-0.545,"Old railway line with sloes, blackberries, and wild apples.","Old railway line with sloes, blackberries, and wild apples.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.895,-0.545",Dunstable,Dunstable,Dunstable,Bedfordshire,LU6 1RP
True,,40,Turvey Abbey Woods (Public Paths),Public Path,wild,woodland,52.162,-0.615,Public rights of way through woods offering seasonal nuts and berries.,Public rights of way through woods offering seasonal nuts and berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.162,-0.615",Turvey,Turvey,Turvey,Bedfordshire,MK43 8DJ
True,,41,Maulden Heath,Nature Reserve,wild,hedgerow,52.035,-0.428,Gorse-lined paths with blackberries and elderberries.,Gorse-lined paths with blackberries and elderberries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.035,-0.428",Maulden,Maulden,Maulden,Bedfordshire,MK45 2BG
True,,42,Lidlington Community Orchard,Community Orchard,fruits,tree-fruits,52.045,-0.565,Small village orchard project for community use.,Small village orchard project for community use.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.045,-0.565",Lidlington,Lidlington,Lidlington,Bedfordshire,MK43 0RN
True,,43,Biddenham Community Orchard,Community Orchard,fruits,tree-fruits,52.138,-0.505,A well-established village orchard managed for biodiversity and picking.,A well-established village orchard managed for biodiversity and picking.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.138,-0.505",Biddenham,Biddenham,Biddenham,Bedfordshire,MK40 4AR
True,,44,Moggerhanger Park Edges,Public Path,wild,hedgerow,52.131,-0.325,Boundary paths through the historic estate with wild fruit trees.,Boundary paths through the historic estate with wild fruit trees.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.131,-0.325",Moggerhanger,Moggerhanger,Moggerhanger,Bedfordshire,MK44 3RW
True,,45,Willington Pigeonhouse Edges,Public Path,wild,hedgerow,52.135,-0.385,River Ouse paths with abundant blackberries in late summer.,River Ouse paths with abundant blackberries in late summer.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.135,-0.385",Willington,Willington,Willington,Bedfordshire,MK44 3PX
True,,46,Silsoe Community Orchard,Community Orchard,fruits,tree-fruits,52.012,-0.425,Located behind the village hall. Features various local apple varieties.,Located behind the village hall. Features various local apple varieties.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.012,-0.425",Silsoe,Silsoe,Silsoe,Bedfordshire,MK45 4ES
True,,47,Hockliffe Community Orchard,Community Orchard,fruits,tree-fruits,51.928,-0.585,A small orchard space for the local community to pick fruit.,A small orchard space for the local community to pick fruit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham051.928,-0.585",Hockliffe,Hockliffe,Hockliffe,Bedfordshire,LU7 9NH
True,,48,Sandy Incredible Edible,Urban Foraging,vegetables,street-planters,52.128,-0.288,Community planters near the station and library with herbs and veg.,Community planters near the station and library with herbs and veg.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.128,-0.288",Sandy,Sandy,Sandy,Bedfordshire,SG19 1BN
True,,49,Meppershall Orchard,Community Orchard,fruits,tree-fruits,52.018,-0.325,Village orchard project preserving local fruit heritage.,Village orchard project preserving local fruit heritage.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.018,-0.325",Meppershall,Meppershall,Meppershall,Bedfordshire,SG17 5LY
True,,50,Stevington Riverside,Public Path,wild,river-forage,52.165,-0.565,River Ouse paths with wild garlic (spring) and elderberries (autumn).,River Ouse paths with wild garlic (spring) and elderberries (autumn).,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham052.165,-0.565",Stevington,Stevington,Stevington,Bedfordshire,MK43 7QS
