approved,timestamp,id,name,type,category,sub-category,lat,lng,short_description,description,months,image,tags,likes,dislikes,reports,comments,what_three_words,season,plus_code,link,address,town,area,county,postcode
True,,11,Barnard Castle Community Orchard,Community Orchard,fruits,tree-fruits,54.542,-1.925,Small orchard space near the river with local fruit varieties.,Small orchard space near the river with local fruit varieties.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.542,-1.925",Barnard Castle,Barnard Castle,Barnard Castle,County Durham,DL12 8PH
True,,12,Stanley Incredible Edible,Urban Foraging,vegetables,street-planters,54.868,-1.695,Planters at the marketplace and library with free herbs and salads.,Planters at the marketplace and library with free herbs and salads.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.868,-1.695",Stanley,Stanley,Stanley,County Durham,DH9 0RE
True,,13,Castle Eden Dene,Nature Reserve,wild,woodland,54.745,-1.332,"Ancient woodland offering hazelnuts, elderberries, and wild garlic.","Ancient woodland offering hazelnuts, elderberries, and wild garlic.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.745,-1.332",Peterlee,Peterlee,Peterlee,County Durham,SR8 1NJ
True,,14,Newton Aycliffe Community Orchard,Community Orchard,fruits,tree-fruits,54.622,-1.585,Located at Moore Lane Park. Managed for community access to fruit.,Located at Moore Lane Park. Managed for community access to fruit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.622,-1.585",Newton Aycliffe,Newton Aycliffe,Newton Aycliffe,County Durham,DL5 4XN
True,,15,Peterlee Incredible Edible,Urban Foraging,vegetables,street-planters,54.755,-1.328,Edible planters near the town center and community hub.,Edible planters near the town center and community hub.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.755,-1.328",Peterlee,Peterlee,Peterlee,County Durham,SR8 1AE
True,,16,Derwent Valley Railway Path,Public Footpath,wild,hedgerow,54.895,-1.835,Rich hedgerows along the old rail line with blackberries and sloes.,Rich hedgerows along the old rail line with blackberries and sloes.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.895,-1.835",Ebchester,Ebchester,Ebchester,County Durham,DH8 0SX
True,,17,Spennymoor Community Orchard,Community Orchard,fruits,tree-fruits,54.702,-1.605,Located at Jubilee Park. Features various apple and plum trees for public u...,Located at Jubilee Park. Features various apple and plum trees for public use.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.702,-1.605",Spennymoor,Spennymoor,Spennymoor,County Durham,DL16 6JJ
True,,18,Blackhall Rocks Foreshore,Coastal Foraging,wild,coastal,54.755,-1.285,Rocky shore areas with sea purslane and coastal herbs.,Rocky shore areas with sea purslane and coastal herbs.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.755,-1.285",Blackhall,Blackhall,Blackhall,County Durham,TS27 4AT
True,,19,Chester-le-Street Incredible Edible,Urban Foraging,vegetables,street-planters,54.858,-1.572,Public planters in the town center with free edible plants.,Public planters in the town center with free edible plants.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.858,-1.572",Chester-le-Street,Chester-le-Street,Chester-le-Street,County Durham,DH3 3AU
True,,20,Hardwick Park Edges,Public Park,wild,mixed-forage,54.655,-1.465,Parkland boundary trails with wild fruit and elderflowers.,Parkland boundary trails with wild fruit and elderflowers.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.655,-1.465",Sedgefield,Sedgefield,Sedgefield,County Durham,TS21 2DN
True,,21,Brandon Community Orchard,Community Orchard,fruits,tree-fruits,54.765,-1.628,Small village orchard project for community use.,Small village orchard project for community use.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.765,-1.628",Brandon,Brandon,Brandon,County Durham,DH7 8NL
True,,22,Hartlepool Headland Edges,Coastal Foraging,wild,coastal,54.698,-1.185,Coastal cliffs support sea beet and rock samphire.,Coastal cliffs support sea beet and rock samphire.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.698,-1.185",Hartlepool,Hartlepool,Hartlepool,County Durham,TS24 0NS
True,,23,Crook Incredible Edible,Urban Foraging,vegetables,street-planters,54.715,-1.745,Community planters near the town square with herbs and veg.,Community planters near the town square with herbs and veg.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.715,-1.745",Crook,Crook,Crook,County Durham,DL15 8QN
True,,24,Auckland Castle Deer Park,Public Park,wild,woodland,54.668,-1.668,Public footpaths through historic parkland with sweet chestnuts and nuts.,Public footpaths through historic parkland with sweet chestnuts and nuts.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.668,-1.668",Bishop Auckland,Bishop Auckland,Bishop Auckland,County Durham,DL14 7NR
True,,25,Sherburn Community Orchard,Community Orchard,fruits,tree-fruits,54.775,-1.505,A quiet village orchard project available for local harvesting.,A quiet village orchard project available for local harvesting.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.775,-1.505",Sherburn,Sherburn,Sherburn,County Durham,DH6 1ER
True,,26,Waskerley Way Edges,Public Footpath,wild,mixed-forage,54.812,-1.945,High moorland trail with abundant wild bilberries (autumn).,High moorland trail with abundant wild bilberries (autumn).,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.812,-1.945",Waskerley,Waskerley,Waskerley,County Durham,DL13 4LT
True,,27,Bowes Incredible Edible,Urban Foraging,vegetables,street-planters,54.515,-2.012,Village planters with free-to-pick herbs and vegetables.,Village planters with free-to-pick herbs and vegetables.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.515,-2.012",Bowes,Bowes,Bowes,County Durham,DL12 9HU
True,,28,Teesdale Riverside Path,Public Footpath,wild,river-forage,54.622,-2.095,River Tees banks with wild raspberries and wild garlic.,River Tees banks with wild raspberries and wild garlic.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.622,-2.095",Middleton-in-Teesdale,Middleton-in-Teesdale,Middleton-in-Teesdale,County Durham,DL12 0SN
True,,29,Lanchester Community Orchard,Community Orchard,fruits,tree-fruits,54.822,-1.745,Recently established orchard for the village community.,Recently established orchard for the village community.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.822,-1.745",Lanchester,Lanchester,Lanchester,County Durham,DH7 0LF
True,,30,Shotton Incredible Edible,Urban Foraging,vegetables,street-planters,54.768,-1.395,Planters at the community center with free vegetables and herbs.,Planters at the community center with free vegetables and herbs.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.768,-1.395",Shotton Colliery,Shotton Colliery,Shotton Colliery,County Durham,DH6 2PQ
True,,31,Blast Beach Coastal Path,Coastal Foraging,wild,coastal,54.825,-1.328,Coastal restoration area with wild fennel and samphire.,Coastal restoration area with wild fennel and samphire.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.825,-1.328",Seaham,Seaham,Seaham,County Durham,SR7 7EY
True,,32,Houghton-le-Spring Incredible Edible,Urban Foraging,vegetables,street-planters,54.842,-1.465,Community planters at the library with free herbs and salads.,Community planters at the library with free herbs and salads.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.842,-1.465",Houghton-le-Spring,Houghton-le-Spring,Houghton-le-Spring,County Durham,DH4 4AS
True,,33,Waldridge Fell Edges,Nature Reserve,wild,mixed-forage,54.848,-1.615,Heather moorland with wild bilberries and blackberries.,Heather moorland with wild bilberries and blackberries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.848,-1.615",Chester-le-Street,Chester-le-Street,Chester-le-Street,County Durham,DH2 3RW
True,,34,Easington Community Orchard,Community Orchard,fruits,tree-fruits,54.785,-1.345,A small orchard space for local residents to pick fruit.,A small orchard space for local residents to pick fruit.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.785,-1.345",Easington,Easington,Easington,County Durham,SR8 3AT
True,,35,Chopwell Wood Foraging,Woodland,wild,woodland,54.912,-1.815,"Vast forest offering seasonal nuts, berries, and fungi.","Vast forest offering seasonal nuts, berries, and fungi.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.912,-1.815",Chopwell,Chopwell,Chopwell,County Durham,NE17 7AL
True,,36,Gainford Village Edges,Public Path,wild,river-forage,54.545,-1.745,River Tees banks with wild garlic and elderberries.,River Tees banks with wild garlic and elderberries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.545,-1.745",Gainford,Gainford,Gainford,County Durham,DL2 3EG
True,,37,Murton Incredible Edible,Urban Foraging,vegetables,street-planters,54.815,-1.395,Edible growing spots in public spaces for community use.,Edible growing spots in public spaces for community use.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.815,-1.395",Murton,Murton,Murton,County Durham,SR7 9AQ
True,,38,Beamish Wood Edges,Public Path,wild,woodland,54.878,-1.655,Boundary paths with wild fruit trees and hazelnuts.,Boundary paths with wild fruit trees and hazelnuts.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.878,-1.655",Beamish,Beamish,Beamish,County Durham,DH9 0RZ
True,,39,Coxhoe Community Orchard,Community Orchard,fruits,tree-fruits,54.725,-1.505,Village project focused on local fruit varieties.,Village project focused on local fruit varieties.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.725,-1.505",Coxhoe,Coxhoe,Coxhoe,County Durham,DH6 4DB
True,,40,Sacriston Incredible Edible,Urban Foraging,vegetables,street-planters,54.818,-1.625,Planters at the community square with free vegetables and herbs.,Planters at the community square with free vegetables and herbs.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.818,-1.625",Sacriston,Sacriston,Sacriston,County Durham,DH7 6JW
True,,41,Hawthorn Dene,Nature Reserve,wild,coastal,54.805,-1.342,"Coastal dene with sloes, blackberries, and wild apples.","Coastal dene with sloes, blackberries, and wild apples.",,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.805,-1.342",Seaham,Seaham,Seaham,County Durham,SR7 8SH
True,,42,Shildon Community Orchard,Community Orchard,fruits,tree-fruits,54.628,-1.645,Managed for community access to fruit near the rail museum.,Managed for community access to fruit near the rail museum.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.628,-1.645",Shildon,Shildon,Shildon,County Durham,DL4 2ES
True,,43,Tudhoe Village Edges,Public Path,wild,hedgerow,54.715,-1.585,Country lanes with abundant elder and hawthorn berries.,Country lanes with abundant elder and hawthorn berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.715,-1.585",Tudhoe,Tudhoe,Tudhoe,County Durham,DL16 6LH
True,,44,Wingate Incredible Edible,Urban Foraging,vegetables,street-planters,54.725,-1.378,Planters with herbs and vegetables in the village center.,Planters with herbs and vegetables in the village center.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.725,-1.378",Wingate,Wingate,Wingate,County Durham,TS28 5AF
True,,45,Bearpark Community Orchard,Community Orchard,fruits,tree-fruits,54.782,-1.632,Located at the village field. Managed for the community.,Located at the village field. Managed for the community.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.782,-1.632",Bearpark,Bearpark,Bearpark,County Durham,DH7 7AB
True,,46,Raby Castle Boundary Paths,Public Path,wild,woodland,54.595,-1.802,Public rights of way with seasonal nuts and berries.,Public rights of way with seasonal nuts and berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.595,-1.802",Staindrop,Staindrop,Staindrop,County Durham,DL2 3AH
True,,47,Low Newton Junction,Nature Reserve,wild,hedgerow,54.802,-1.558,Railway paths with abundant blackberries in late summer.,Railway paths with abundant blackberries in late summer.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.802,-1.558",Durham,Durham,Durham,County Durham,DH1 5TA
True,,48,Ferryhill Incredible Edible,Urban Foraging,vegetables,street-planters,54.685,-1.545,Community planters with free herbs and salads.,Community planters with free herbs and salads.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.685,-1.545",Ferryhill,Ferryhill,Ferryhill,County Durham,DL17 8JL
True,,49,Stanhope Riverside Path,Public Path,wild,river-forage,54.745,-2.015,River Wear paths with wild garlic and berries.,River Wear paths with wild garlic and berries.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.745,-2.015",Stanhope,Stanhope,Stanhope,County Durham,DL13 2PJ
True,,50,Pittington Community Orchard,Community Orchard,fruits,tree-fruits,54.792,-1.488,A quiet village orchard project for public picking.,A quiet village orchard project for public picking.,,https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,"https://images.unsplash.com/photo-1560493676-04071c5f467b?w=512&q=80,,,,,,,8;9;10,,https://www.google.com/maps/search/?api=1&query=No+Man's+Community+Orchard,Chartham054.792,-1.488",Pittington,Pittington,Pittington,County Durham,DH6 1DQ
